,Unnamed: 0.1,Cluster Name,Keyword,page,Unnamed: 0,clicks,impressions,ctr,position,Cluster,query
169,169,equipments,hiking in red wing boots,https://bookonboard.com/red-wing-boots-for-hiking/,817510,0,1,0.0,34.0,equipments,1
170,170,Travel,bag fees sun country,https://bookonboard.com/sun-country-baggage-fees/#Sun_Country_Airlines_Carry-OnnbspAllowancenbsp,77245234,0,77,0.0,1343.190476,Travel,40
171,171,Travel,bag fees sun country,https://bookonboard.com/sun-country-baggage-fees/#Sun_Country_carry-on_rulesnbsp,159499627,0,285,0.0,1811.20119,Travel,53
172,172,Travel,how much is it to check a bag on sun country,https://bookonboard.com/sun-country-baggage-fees/#Sun_Country_Airlines_Checked_Baggage_Fees_Chartnbsp,82913265,0,208,0.0,661.0107143,Travel,14
173,173,Travel,sun country baggage fees,https://bookonboard.com/sun-country-baggage-fees/,22145715900,51,53819,18.73793642,326728.3256,Travel,516
174,174,equipments,bear speed,https://bookonboard.com/how-fast-can-a-bear-run/,4440306408,2,10398,0.6111111111,264766.7133,equipments,298
175,175,equipments,black bear running speed,https://bookonboard.com/how-fast-can-a-bear-run/#Should_You_Try_To_Outrun_a_Bear,13235013,0,19,0.0,658.0,equipments,11
176,176,equipments,black bear running speed,https://bookonboard.com/how-fast-can-a-bear-run/#How_Fast_Can_Humans_Run,20201075,0,27,0.0,1005.0,equipments,17
177,177,equipments,black bear running speed,https://bookonboard.com/how-fast-can-a-bear-run/#How_Fast_Can_A_Bear_Run,21264997,0,29,0.0,1032.0,equipments,17
178,178,equipments,link to can you outrun a bear?,https://bookonboard.com/how-fast-can-a-bear-run/#How_Are_Bears_So_Fast,968479,0,1,0.0,29.0,equipments,1
179,179,best emergency radio,battery emergency radio,https://bookonboard.com/best-emergency-radio/#FosPower_Emergency_Weather_Radio,32301161,0,59,0.0,3132.5,best emergency radio,44
180,180,best emergency radio,battery emergency radio,https://bookonboard.com/best-emergency-radio/#Kaito_KA500_6-way_Powered_Emergency_Radio,46130386,0,98,0.0,4585.75,best emergency radio,50
181,181,best emergency radio,battery operated emergency radio,https://bookonboard.com/best-emergency-radio/#RunningSnail_Emergency_Crank_Radio,26469872,0,66,0.0,2541.916667,best emergency radio,27
182,182,best emergency radio,best emergency radio,https://bookonboard.com/best-emergency-radio/#Aiworth_Emergency_Solar_Hand_Crank_Radio,6810318,0,18,0.0,738.5,best emergency radio,9
183,183,best emergency radio,best emergency radio,https://bookonboard.com/best-emergency-radio/,6639317973,6,25661,4.066017316,636882.8653,best emergency radio,401
184,184,best emergency radio,best emergency radio for hiking,https://bookonboard.com/best-emergency-radio/#Puiuisoul_Emergency_Solar_Hand_Crank_Radio,1333554,0,7,0.0,65.66666667,best emergency radio,1
185,185,best emergency radio,best emergency radio for hiking,https://bookonboard.com/best-emergency-radio/#Buyers_Guide,1333547,0,7,0.0,65.66666667,best emergency radio,1
186,186,Travel,best christmas vacation usa,https://bookonboard.com/christmas-vacations-2020-in-the-usa/#USA_Christmas_Vacations,1923839,0,6,0.0,432.0,Travel,5
187,187,Travel,best christmas vacation usa,https://bookonboard.com/christmas-vacations-2020-in-the-usa/#Explore_America,1923833,0,6,0.0,432.0,Travel,5
188,188,Travel,best christmas vacations in the us,https://bookonboard.com/christmas-vacations-in-the-usa/,507713,0,2,0.0,148.0,Travel,1
189,189,Travel,best family resorts sedona,https://bookonboard.com/web-stories/top-10-amazing-things-to-do-in-sedona-this-month/,117735510,0,260,0.0,9421.642216,Travel,61
190,190,Travel,best family vacations in the united states,https://bookonboard.com/web-stories/top-12best-family-vacations-in-the-usa/,8467416,0,22,0.0,1473.0,Travel,7
191,191,Travel,best florida vacation spots,https://bookonboard.com/best-vacation-spots-in-florida/#Top_10_Best_Vacation_Spots_in_Florida_2021,22676718,0,24,0.0,1187.0,Travel,21
192,192,Travel,best florida vacation spots,https://bookonboard.com/best-vacation-spots-in-florida/#Best_places_to_visit_in_Florida,22676683,0,24,0.0,1187.0,Travel,21
193,193,Travel,best florida vacation spots,https://bookonboard.com/best-vacation-spots-in-florida/,4888063815,7,10548,4.507575758,434387.3645,Travel,441
194,194,Travel,best florida vacations,https://bookonboard.com/best-vacation-spots-in-florida/#FAQs_on_Best_Places_to_Visit_in_Florida,12215773,0,11,0.0,605.0,Travel,11
195,195,Travel,best place to go on vacation with teenager,https://bookonboard.com/top-10-vacation-spots-for-teenagers/,8745637996,16,20794,11.35396825,538410.458,Travel,322
196,196,Travel,best places to take a teenager on vacation,https://bookonboard.com/top-10-vacation-spots-for-teenagers/#Honolulu_Hawaii,35908362,0,32,0.0,1857.0,Travel,19
197,197,Travel,best places to take a teenager on vacation,https://bookonboard.com/top-10-vacation-spots-for-teenagers/#Long_Beach_California,37564240,0,33,0.0,1911.0,Travel,19
198,198,Travel,best places to take a teenager on vacation,https://bookonboard.com/top-10-vacation-spots-for-teenagers/#Orlando_Florida,35308816,0,30,0.0,1743.0,Travel,18
199,199,Travel,best places to take a teenager on vacation,https://bookonboard.com/top-10-vacation-spots-for-teenagers/#Washington_DC,22666519,0,19,0.0,1109.0,Travel,11
200,200,Travel,best places to travel to in the united states,https://bookonboard.com/best-places-to-travel-in-united-states/#New_York,299919,0,1,0.0,77.0,Travel,1
201,201,Travel,best places to travel to in the united states,https://bookonboard.com/best-places-to-travel-in-united-states/#Grand_Canyon_National_Park,299918,0,1,0.0,77.0,Travel,1
202,202,Travel,best places to travel to in the united states,https://bookonboard.com/best-places-to-travel-in-united-states/#BookOnBoards_Travel_Guide_to_the_USA,299917,0,1,0.0,77.0,Travel,1
203,203,equipments,2 person motorized kayak,https://bookonboard.com/fishing-kayak-with-motor/,6490458882,18,17107,11.61111111,475698.5822,equipments,604
204,204,equipments,best inflatable kayak,https://bookonboard.com/best-inflatable-kayak/#3_Sevylor_Quikpak_K5_1-Person_Kayak,7806798,0,14,0.0,1226.0,equipments,9
205,205,equipments,best inflatable kayak,https://bookonboard.com/best-inflatable-kayak/#1_AdvancedFrame_Convertible_Inflatable_Kayak,13154341,0,25,0.0,2043.0,equipments,14
206,206,equipments,best inflatable kayak,https://bookonboard.com/best-inflatable-kayak/#2_Intex_Excursion_Pro_Kayak,13154364,0,25,0.0,2043.0,equipments,14
207,207,equipments,best kayak motor,https://bookonboard.com/fishing-kayak-with-motor/#2_StraitEdge_Angler_Pro,98450878,0,134,0.0,3931.916667,equipments,33
208,208,equipments,best kayak motor,https://bookonboard.com/fishing-kayak-with-motor/#1_AdvancedFrame_Convertible_Inflatable_Kayak,77069863,0,104,0.0,3688.666667,equipments,33
209,209,equipments,best motorized fishing kayak,https://bookonboard.com/fishing-kayak-with-motor/#3_Intex_Explorer_K2_Kayak,74661825,0,94,0.0,2284.25,equipments,26
210,210,equipments,inflatable fishing kayak with motor,https://bookonboard.com/fishing-kayak-with-motor/#10_Best_Fishing_Kayaks_8211_Specification_and_Price,41798148,0,63,0.0,489.5,equipments,5
211,211,equipments,inflatable fishing kayak with motor,https://bookonboard.com/fishing-kayak-with-motor/#4_Sun_Dolphin_Journey_10_SS_Fishing_Kayak,43665061,0,58,0.0,521.75,equipments,5
212,212,equipments,inflatable fishing kayak with motor,https://bookonboard.com/fishing-kayak-with-motor/#5_Intex_Excursion_Pro_Fishing_Kayak,57620747,0,83,0.0,653.5833333,equipments,6
213,213,equipments,inflatable fishing kayak with motor,https://bookonboard.com/fishing-kayak-with-motor/#Frequently_Asked_Questions,48283842,0,73,0.0,572.5,equipments,5
214,214,equipments,inflatable fishing kayak with trolling motor,https://bookonboard.com/fishing-kayak-with-motor/#Buying_Guide_for_the_Best_Fishing_Kayak_With_Motor,15809205,0,21,0.0,178.25,equipments,3
215,215,equipments,inflatable fishing kayak with trolling motor,https://bookonboard.com/fishing-kayak-with-motor/#7_Driftsun_Voyager_Inflatable_Kayak,13910428,0,21,0.0,175.1666667,equipments,2
216,216,equipments,inflatable fishing kayak with trolling motor,https://bookonboard.com/fishing-kayak-with-motor/#8_Emotion_Stealth_Pro_Angler_118_Fishing_Kayak,23251806,0,31,0.0,248.25,equipments,3
217,217,equipments,intex excursion pro kayak trolling motor,https://bookonboard.com/fishing-kayak-with-motor/#6_Airhead_Montana_Kayak,17678045,0,22,0.0,190.25,equipments,3
218,218,Travel,airports near the grand canyon,https://bookonboard.com/best-places-to-travel-in-united-states/,133746119,0,286,0.0,20551.16667,Travel,70
219,219,Travel,best of vegas,https://bookonboard.com/web-stories/top-10-things-to-do-in-las-vegas-this-weekend/,189054829,1,389,0.3333333333,7170.760761,Travel,110
220,220,Travel,best place to visit grand canyon from las vegas,https://bookonboard.com/tour-in-las-vegas-to-the-grand-canyon/,87074367,0,78,0.0,6342.083333,Travel,32
221,221,Travel,adventure touring bicycles,https://bookonboard.com/best-touring-bicycle/#1_Sixthreezero_around_the_block_women8217s,15324998,0,32,0.0,1356.0,Travel,19
222,222,Travel,adventure touring bicycles,https://bookonboard.com/best-touring-bicycle/#2_Schwinn_discover_hybrid_bike,15325030,0,32,0.0,1356.0,Travel,19
223,223,Travel,best adventure bicycles,https://bookonboard.com/best-touring-bicycle/#3_Ancheer_electric_mountain_bike,8178669,0,14,0.0,600.0,Travel,12
224,224,Travel,best touring bicycles,https://bookonboard.com/best-touring-bicycle/,2838558904,4,7355,2.444444444,193513.9679,Travel,357
225,225,Travel,best camera chest harness,https://bookonboard.com/best-camera-harness-for-hiking/,86292024,0,335,0.0,5921.298775,Travel,72
226,226,Travel,best camera strap for travel,https://bookonboard.com/camera-strap-for-hiking/,1266411,0,4,0.0,179.0,Travel,3
227,227,Travel,best travel accessories,https://bookonboard.com/best-travel-accessories/#2_Anker_powercore_26800_portable_charger,7364251,0,17,0.0,1247.666667,Travel,8
228,228,Travel,best travel accessories,https://bookonboard.com/best-travel-accessories/#1_Spacesaver_premium_vacuum_storage_bags,7364236,0,17,0.0,1247.666667,Travel,8
229,229,Travel,best travel accessories for long flights,https://bookonboard.com/best-travel-accessories/#3_Etekcity_digital_luggage_scale,1349771,0,4,0.0,326.0,Travel,2
230,230,Travel,20 degree backpacking sleeping bag,https://bookonboard.com/best-backpacking-sleeping-bag/#1_Therm_a_Rest_Hyperion_20,21640014,0,77,0.0,4005.833333,Travel,24
231,231,Travel,20 degree backpacking sleeping bag,https://bookonboard.com/best-backpacking-sleeping-bag/#2_Coleman_North_Rim,23329937,0,78,0.0,4050.833333,Travel,25
232,232,Travel,20 degree backpacking sleeping bag,https://bookonboard.com/best-backpacking-sleeping-bag/#3_Mountain_Hardwear_Lamina_Z_Spark,11528330,0,31,0.0,1940.0,Travel,17
233,233,Travel,best backpacking sleeping bag,https://bookonboard.com/best-backpacking-sleeping-bag/,3643904007,7,21530,2.478570014,363910.4071,Travel,592
234,234,Travel,best travel backpack 2020,https://bookonboard.com/best-travel-backpack/#What_should_you_look_for_in_travel_backpacks,5458222,0,10,0.0,903.0,Travel,6
235,235,Travel,best travel backpack 2020,https://bookonboard.com/best-travel-backpack/#2_Eagle_Creek_Global_Companion_Women8217s_Ergonomic_Travel_Backpack,1704376,0,5,0.0,430.0,Travel,5
236,236,Travel,best travel backpack 2020,https://bookonboard.com/best-travel-backpack/#1_Osprey_Farpoint_40_Mens_Travel_Backpack,5458207,0,10,0.0,903.0,Travel,6
237,237,Travel,best travel backpack for fat guys,https://bookonboard.com/best-travel-backpack/,4551185471,4,13430,2.361111111,335374.9956,Travel,1460
238,238,equipments,best way to open can without can opener,https://bookonboard.com/open-can-without-can-opener/#Can_you_open_a_can_with_a_fork,29186325,0,32,0.0,1602.0,equipments,22
239,239,equipments,best way to open can without can opener,https://bookonboard.com/open-can-without-can-opener/#How_to_open_a_can_without_a_can_opener,29186376,0,32,0.0,1602.0,equipments,22
240,240,equipments,how can you open a can without a can opener,https://bookonboard.com/open-can-without-can-opener/#Going_camping_Don8217t_forget_these_cooking_tools_for_camping,18441503,0,19,0.0,951.0,equipments,16
241,241,equipments,how to open a can of tuna without an opener,https://bookonboard.com/open-can-without-can-opener/,4105654363,1,6952,1.0,214777.9115,equipments,196
242,242,bisile,bisile,https://bookonboard.com/bisle-ghat-viewpoint/#When_to_Go_to_Bisle_Ghat,787315050,0,1994,0.0,8401.871032,bisile,29
243,243,bisile,bisile,https://bookonboard.com/bisle-ghat-viewpoint/#FAQs_related_to_Bisle_Ghat_Viewpoint,831499437,0,2112,0.0,8648.300902,bisile,29
244,244,bisile,bisile,https://bookonboard.com/bisle-ghat-viewpoint/#How_to_Get_to_Bisle,787679598,0,1987,0.0,8408.371032,bisile,29
245,245,bisile,bisile,https://bookonboard.com/bisle-ghat-viewpoint/#What_else_is_there_to_see_near_Bisle_Ghat,839379911,0,2111,0.0,8661.561508,bisile,28
246,246,bisile,bisle ghat,https://bookonboard.com/bisle-ghat-viewpoint/#What_Can_you_see_in_Bisle_Ghat,814731453,1,2035,0.3333333333,8536.110426,bisile,29
247,247,bisile,bisle ghat,https://bookonboard.com/bisle-ghat-viewpoint/#Introduction_to_Bisle_Ghat_and_Viewpoint,786258511,2,1985,0.8333333333,8382.871032,bisile,28
248,248,bisile,bisle ghat places to visit,https://bookonboard.com/bisle-ghat-viewpoint/,2607576502,174,16878,87.58485198,79972.94836,bisile,137
249,249,Travel,are you allowed to bring food on a plane,https://bookonboard.com/what-cant-you-bring-on-a-plane/#How_much_liquid_can_you_bring_on_a_plane,13257590,0,19,0.0,1220.0,Travel,16
250,250,Travel,are you allowed to bring food on a plane,https://bookonboard.com/what-cant-you-bring-on-a-plane/#Can_you_bring_food_on_a_plane,24330559,0,35,0.0,2182.0,Travel,24
251,251,Travel,are you allowed to bring food on a plane,https://bookonboard.com/what-cant-you-bring-on-a-plane/#Can_you_bring_a_lighter_on_a_plane,24330525,0,35,0.0,2182.0,Travel,24
252,252,Travel,bringing alcohol on plane,https://bookonboard.com/can-you-bring-alcohol-on-a-plane/#Can_you_drink_alcohol_on_a_plane,366511,0,1,0.0,54.0,Travel,1
253,253,Travel,bringing alcohol on plane,https://bookonboard.com/can-you-bring-alcohol-on-a-plane/#How_to_properly_pack_alcohol_in_checked_luggage,366512,0,1,0.0,54.0,Travel,1
254,254,Travel,bringing alcohol on plane,https://bookonboard.com/can-you-bring-alcohol-on-a-plane/#Can_you_bring_alcohol_on_a_plane,366510,0,1,0.0,54.0,Travel,1
255,255,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/,2825654728,11,13095,9.076923077,153754.2,Travel,589
256,256,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_you_bring_cigarettes_and_a_lighter_on_a_plane,12552263,0,38,0.0,297.0,Travel,4
257,257,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_you_bring_cigarettes_on_a_plane,12022352,0,36,0.0,474.0,Travel,6
258,258,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_you_bring_e-cigarettes_on_a_plane,6576624,0,23,0.0,70.5,Travel,1
259,259,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_you_bring_matches_on_the_plane,6576641,0,23,0.0,70.5,Travel,1
260,260,Travel,can airport security detect cigarettes,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_airport_security_detect_cigarettes,8123900,0,28,0.0,86.0,Travel,1
261,261,Travel,is it safe to travel with marijuana edibles on a plane?,https://bookonboard.com/flying-with-edibles/,45067135630,3235,175707,1238.165708,1492561.472,Travel,4158
262,262,Travel,bring edibles to turks and caicos,https://bookonboard.com/flying-with-edibles/#Edibles_TSA_Rules,2454269946,15,9401,4.716666667,21304.85896,Travel,240
263,263,Travel,bringing edibles to europe,https://bookonboard.com/flying-with-edibles/#Flying_with_edibles_bringing_weed_on_a_plane,343137470,0,1027,0.0,2424.670238,Travel,33
264,264,Travel,bringing edibles to europe,https://bookonboard.com/flying-with-edibles/#Can_you_fly_with_medical_marijuana,315999769,0,909,0.0,2228.946032,Travel,32
265,265,Travel,bringing edibles to portugal,https://bookonboard.com/flying-with-edibles/#How_to_get_edibles_through_airport_security,2315990259,5,9079,1.742857143,17027.70762,Travel,113
266,266,Travel,bringing edibles to portugal,https://bookonboard.com/flying-with-edibles/#Can_you_fly_with_medical_marijuanas,1846964116,1,7088,0.25,15471.87332,Travel,164
267,267,Travel,bringing edibles to portugal,https://bookonboard.com/flying-with-edibles/#Flying_with_edibles_bringing_weed_on_a_plane_2021,2109530518,15,8363,5.636904762,18874.86729,Travel,231
268,268,equipments,best 2 man tent under £100,https://bookonboard.com/best-tents-under-100/,9029073,0,23,0.0,973.0,equipments,9
269,269,equipments,best 6 person camping tent,https://bookonboard.com/best-6-person-tent/#3_Moon_Lence_Camping_Tent,5263468,0,18,0.0,871.0,equipments,11
270,270,equipments,best air conditioner to use to air condition a tent,https://bookonboard.com/4-best-air-conditioning-for-tent-camping/,3080607,0,5,0.0,327.0,equipments,4
271,271,equipments,best backpacking tent 2021,https://bookonboard.com/best-backpacking-tents/#3_Alps_Mountaineering_Lynx_2,2142734,0,5,0.0,322.0,equipments,3
272,272,equipments,best backpacking tent 2021,https://bookonboard.com/best-backpacking-tents/#1_Big_Agnes_Copper_Spur_HV_UL2,5774242,0,13,0.0,758.0,equipments,9
273,273,equipments,best backpacking tent 2021,https://bookonboard.com/best-backpacking-tents/#2_Nemo_Hornet_Elite,5774255,0,13,0.0,758.0,equipments,9
274,274,equipments,best backpacking tent for tall person,https://bookonboard.com/hammock-tent-for-tall-person/,44745991,0,158,0.0,5678.581548,equipments,24
275,275,equipments,best cabin tent for rain,https://bookonboard.com/best-cabin-tent-for-rain/,499183,0,2,0.0,102.0,equipments,2
276,276,equipments,best family tents for bad weather,https://bookonboard.com/best-family-tents-for-bad-weather/,2397405,0,4,0.0,208.0,equipments,2
277,277,equipments,best hunting tents,https://bookonboard.com/best-hunting-tents/,6184950,0,8,0.0,530.0,equipments,4
278,278,equipments,best roof top tent for jeep gladiator,https://bookonboard.com/roof-top-tent-for-gladiator/,8510114,0,16,0.0,817.0,equipments,8
279,279,equipments,best roof top tent for subaru outback,https://bookonboard.com/rooftop-tent-for-subaru-outback/,246183509,0,340,0.0,9692.916667,equipments,72
280,280,equipments,best roof top tent for tacoma,https://bookonboard.com/best-rooftop-tents-for-tacoma/,2881838,0,4,0.0,244.0,equipments,3
281,281,equipments,best rooftop tent for subaru forester,https://bookonboard.com/rooftop-tents-for-subaru-forester/,99148406,1,121,1.0,3846.75,equipments,39
282,282,equipments,best tailgate tent,https://bookonboard.com/tailgate-tent-for-car/,1994074,0,3,0.0,93.0,equipments,2
283,283,equipments,best teepee tent for hunting,https://bookonboard.com/smell-proof-tent-for-smoking/,3801868,0,4,0.0,144.0,equipments,4
284,284,equipments,best tent for heavy rain and wind,https://bookonboard.com/best-tent-for-rain-and-wind/,332470,0,1,0.0,60.0,equipments,1
285,285,equipments,best tent for homeless,https://bookonboard.com/tents-for-homeless-people/,664943,0,3,0.0,13.5,equipments,1
286,286,equipments,best tent for queen air mattress,https://bookonboard.com/tent-for-queen-size-air-mattress/,16401778,0,20,0.0,563.5,equipments,11
287,287,equipments,best tent for wildland firefighting,https://bookonboard.com/best-tent-for-wildland-firefighting/,665060,0,4,0.0,8.5,equipments,1
288,288,equipments,best tent for wildland firefighting,https://bookonboard.com/side-tents-for-teardrop-campers/,21247545,0,21,0.0,967.5,equipments,8
289,289,equipments,best tent waterproofing methods,https://bookonboard.com/how-to-waterproof-a-tent/,12626800,0,14,0.0,954.0,equipments,6
290,290,equipments,best tents for tundra truck beds,https://bookonboard.com/best-tent-for-toyota-tundra/,4806169,0,5,0.0,226.0,equipments,5
291,291,equipments,best truck tent,https://bookonboard.com/best-truck-tents-for-chevy-colorado/,8604527,0,25,0.0,816.0,equipments,7
292,292,equipments,best waterproof tents,https://bookonboard.com/best-waterproof-tents/,1398478,0,4,0.0,310.0,equipments,1
293,293,equipments,best wild camping tents,https://bookonboard.com/best-two-person-tents-for-wild-camping/,351406,0,1,0.0,38.0,equipments,1
294,294,equipments,broken tent,https://bookonboard.com/how-to-fix-a-broken-tent-pole/,27872494,0,39,0.0,2315.333333,equipments,12
295,295,equipments,compartment tents,https://bookonboard.com/best-2-room-tents-for-camping/,1904603,0,3,0.0,108.0,equipments,2
296,296,equipments,roof top tent amazon,https://bookonboard.com/roof-top-tent-for-suburban/,62138220,0,67,0.0,1524.666667,equipments,11
297,297,equipments,xterra roof tent,https://bookonboard.com/best-roof-top-tent-for-xterra/,8317845,0,5,0.0,284.0,equipments,3
298,298,Travel,are safety razors allowed on planes,https://bookonboard.com/shave-razor-on-plane/#Can_you_bring_a_razor_on_a_plane,43465158,0,79,0.0,2612.0,Travel,62
299,299,Travel,are safety razors allowed on planes,https://bookonboard.com/shave-razor-on-plane/#Can_you_bring_a_straight_razor_on_a_plane,40173395,0,74,0.0,2449.0,Travel,60
300,300,Travel,are shaving razors allowed in carry on,https://bookonboard.com/shave-razor-on-plane/#Can_you_bring_a_safety_razor_on_a_plane,26377369,0,46,0.0,1522.0,Travel,37
301,301,Travel,can i bring a safety razor in my hand luggage,https://bookonboard.com/shave-razor-on-plane/,15914116533,5,37841,3.75,1082907.442,Travel,1537
302,302,Travel,can i bring nail clippers on plane,https://bookonboard.com/what-cant-you-bring-on-a-plane/,3853034474,1,5067,1.0,236094.0702,Travel,608
303,303,Travel,can you bring a razor on a plane,https://bookonboard.com/shave-razor-on-plane/#Can_you_bring_a_disposable_razor_on_a_plane,3932286,0,8,0.0,91.0,Travel,3
304,304,Travel,can you bring cigarettes on a plane,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#Can_you_bring_an_open_pack_of_cigarettes_on_a_plane,1917740,0,5,0.0,232.5,Travel,4
305,305,Travel,can you bring cigarettes on a plane,https://bookonboard.com/can-you-bring-cigarettes-on-a-plane/#How_many_cigarettes_can_you_carry_in_a_flight,1307834,0,3,0.0,57.0,Travel,1
306,306,Travel,can you take cut throat razors on a plane,https://bookonboard.com/shave-razor-on-plane/#Can_you_bring_electric_razors_on_a_plane,2383637,0,6,0.0,26.0,Travel,1
307,307,Travel,baggage united airlines basic economy,https://bookonboard.com/united-economy-vs-basic-economy/#FAQs,760160443,0,775,0.0,7299.266667,Travel,294
308,308,Travel,baggage united airlines basic economy,https://bookonboard.com/united-economy-vs-basic-economy/#United_Economy_vs_Basic_Economy_Overview,779701308,0,798,0.0,7396.766667,Travel,303
309,309,Travel,carry on bags united,https://bookonboard.com/united-carry-on-size/#Summary_of_United_Airlines_Luggage_Policynbsp,242114560,0,265,0.0,2223.666667,Travel,27
310,310,Travel,carry on bags united airlines,https://bookonboard.com/united-carry-on-size/#United_Airlines_Additionalnbspor_SpecialnbspItemsnbsp,310111996,0,319,0.0,4107.5,Travel,75
311,311,Travel,united airlines liquids checked baggage,https://bookonboard.com/united-carry-on-size/,110276662615,137,162691,73.23304098,2808226.039,Travel,4372
312,312,Travel,can i buy extra baggage allowance with turkish airlines,https://bookonboard.com/turkish-airlines-baggage-fees-policy/,46536744995,80,74877,44.92554175,974458.0549,Travel,1634
313,313,Travel,carry on weight limit turkish airlines,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#Turkish_Airlines_Carryon_and_Personal_Item_dimensions_and_Weight_Policy,107049566,0,89,0.0,1668.0,Travel,56
314,314,Travel,carry on weight limit turkish airlines,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#Checked_Luggage_Dimension_and_Weight_Policy,107077220,0,89,0.0,1761.0,Travel,57
315,315,Travel,checked baggage turkish airlines,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#Turkish_Airlines_Summary,61581256,0,51,0.0,881.0,Travel,29
316,316,Travel,how much does extra baggage cost on turkish airlines,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#Turkish_Airlines_Fees,48710597,0,41,0.0,627.0,Travel,22
317,317,Travel,price of extra baggage on turkish airline,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#Frequently_Asked_Questions,23189450,0,21,0.0,162.0,Travel,5
318,318,Travel,price of extra baggage on turkish airline,https://bookonboard.com/turkish-airlines-baggage-fees-policy/#List_of_Allowed_and_Prohibited_Items,23189467,0,21,0.0,162.0,Travel,5
319,319,Travel,dar es salaam travel guide,https://bookonboard.com/things-to-do-in-dar-es-salaam/#1_Hunt_for_bargains_in_Kariakoo_Marketnbsp,4907644,0,4,0.0,162.0,Travel,3
320,320,Travel,dar es salaam travel guide,https://bookonboard.com/things-to-do-in-dar-es-salaam/#2_Be_overwhelmed_by_the_Dar_es_Salaam_Fish_Market,4907648,0,4,0.0,162.0,Travel,3
321,321,Travel,fun places in dar es salaam,https://bookonboard.com/things-to-do-in-dar-es-salaam/,1479178921,2,3841,0.75,74230.46828,Travel,72
322,322,Travel,things to do in dar es salaam,https://bookonboard.com/things-to-do-in-dar-es-salaam/#3_Revere_at_the_Askari_Monument,2990848,0,2,0.0,44.0,Travel,2
323,323,Travel,backpack and carry on delta,https://bookonboard.com/delta-personal-item-size/#CarrynbspOnnbspLuggage_Rulesnbsp,400504300,0,807,0.0,12517.88333,Travel,226
324,324,Travel,backpack and carry on delta,https://bookonboard.com/delta-personal-item-size/#FAQs_about_Delta_Personal_Items,215454134,0,528,0.0,2329.258333,Travel,50
325,325,Travel,backpack and carry on delta,https://bookonboard.com/delta-personal-item-size/#Delta_CarrynbspOnnbspSize_Dimensionsnbsp,337766707,0,730,0.0,8096.133333,Travel,157
326,326,Travel,backpack as personal item delta,https://bookonboard.com/delta-personal-item-size/#Carrying_duty_free_itemsnbspon_Deltanbsp,381877105,0,754,0.0,12310.13333,Travel,219
327,327,Travel,backpack as personal item delta,https://bookonboard.com/delta-personal-item-size/#Delta_Baggage_Fees_Chartnbsp,189451805,0,465,0.0,2065.8,Travel,44
328,328,Travel,backpack as personal item delta,https://bookonboard.com/delta-personal-item-size/#Delta_baggage_weightnbspand_sizenbsp,205010839,0,503,0.0,2254.091667,Travel,46
329,329,Travel,backpack as personal item delta,https://bookonboard.com/delta-personal-item-size/#Delta_checked_bag_feesnbsp,209128055,0,501,0.0,2301.05,Travel,47
330,330,Travel,delta personal item size,https://bookonboard.com/delta-personal-item-size/,76717132295,1056,313593,137.0684649,3328531.748,Travel,4219
331,331,Travel,baggage size easyjet,https://bookonboard.com/easyjet-baggage-allowance/#EasyJet_checked_bags_feesnbsp,22045431,0,33,0.0,1698.0,Travel,29
332,332,Travel,baggage size easyjet,https://bookonboard.com/easyjet-baggage-allowance/#EasyJet_Checked_Baggage_Allowancenbsp,24155604,0,36,0.0,1819.0,Travel,32
333,333,Travel,baggage size easyjet,https://bookonboard.com/easyjet-baggage-allowance/#EasyJet_Carry-On_Baggage_Allowancenbsp,25546388,0,38,0.0,1905.0,Travel,33
334,334,Travel,easyjet bag sizes,https://bookonboard.com/easyjet-baggage-allowance/#EasyJet_Carry-On_Permitted_and_Prohibited_Itemsnbsp,1390822,0,2,0.0,86.0,Travel,2
335,335,Travel,ryanair small bag example,https://bookonboard.com/ryanair-carry-on/,42777914508,40,72143,23.67246707,1812765.246,Travel,3074
336,336,Travel,10 best things to do in niagara falls canada,https://bookonboard.com/things-to-do-in-niagara-falls/,1288774601,0,1403,0.0,76185.93333,Travel,412
337,337,Travel,best things to do in niagara falls ny,https://bookonboard.com/things-to-do-in-niagara-falls/#Rides_to_Niagara_Falls,2454776,0,9,0.0,248.0,Travel,3
338,338,Travel,best things to do in niagara falls ny,https://bookonboard.com/things-to-do-in-niagara-falls/#Why_go_to_Niagara_Falls,3760287,0,10,0.0,335.0,Travel,4
